Sitio,Fecha,Profundidad,Transecto,Abudefduf saxatilis,Abudefduf taurus,Acanthostracion quadricornis,Acanthurus tractus,Acanthurus chirurgus,Acanthurus coeruleus,Aluterus scriptus,Anisotremus surinamensis,Anisotremus virginicus,Apogon binotatus,Apogon maculatus,Archosargos probatocephalus,Aulostomus maculatus,Balistes capriscus,Bodianus pulchellus,Bodianus rufus,Calamus calamus,Calamus penna,Calamus pennatula,Cantherines pullus,Canthidermis sufflamen,Canthigaster rostrata,Caranx bartholomei,Caranx crysos,Caranx latus,Caranx lugubris,Caranx ruber,Centropyge argi,Cephalopholis cruentata,Chaetodipterus faber,Chaetodon capistratus,Chaetodon ocellatus,Chaetodon sedentarius,Chaetodon striatus,Chromis cyanea,Chromis insolata,Chromis multilineata,Chromis scotti,Clepticus parrae,"CLUPEIDAE, ENGRAULIDAE",Coryphopterus glaucofraenum,Coryphopterus personatus/hyalinus,Diodon hystrix,Elacatinus jarocho,Elacatinus oceanops,Elacatinus redimiculus,Elagatis bipinnulata,Emblemariopsis sp.,Epinephelus adscensionis,Epinephelus guttatus,Equetus lanceolatus,Equetus punctatus,Gerres cinereus,Gymnothorax funebris,Gymnothorax miliaris,Gymnothorax moringa,Haemulon aurolineatum,Haemulon carbonarium,Haemulon chrysargyreum,Haemulon flavolineatum,Haemulon macrostomum,Haemulon plumieri,Halichoeres bivitattus,Halichoeres burekae,Halichoeres garnoti,Halichoeres radiatus,Hippocampus erectus,Holacanthus bermudensis,Holacanthus ciliaris,Holacanthus hibrido,Holacanthus tricolor,Holocentrus adscencionis,Holocentrus rufus,Hypleurochilus bermudensis,Hypoplectrus nigricans,Hypoplectrus puella,Hypoplectrus castroaguirrei,Haemulon vittata,Kyphosus sectatrix/incisor,Labrisomus nuchipinnis,Lactophrys bicaudalis,Lactophrys triqueter,Lutjanus analis,Lutjanus apodus,Lutjanus buccanella,Lutjanus griseus,Lutjanus jocu,Lutjanus mahogoni,Lutjanus synagris,Malacacotenus triangulatus,Microspathodon chrysurus,Mulloidichtys martinicus,Mycteroperca bonaci,Mycteroperca interstitialis,Mycteroperca microlepis,Mycteroperca phenax,Mycteroperca tigris,Mycteroperca venenosa,Myrichthys breviceps,Myripristis jacobus,Neopomasentrus cyanomus,Nicholsina usta,Ocyurus chrysurus,Odontoscion dentex,Ogcocephalus radiatus,Ophichthus ophis,Ophioblennius macclurei,Parablenius marmoreus,Paranthias furcifer,Pareques acuminatus,Pareques umbrosus,Pempheris schomburgki,Platybelone argalus,Pterois volitans,Pomacanthus arcuatus,Pomacanthus paru,Pseudopeneus maculatus,Scarus guacamaia,Scarus iseri,Scarus taeniopterus,Scomberomorus cavalla,Scorpaenodes caribbaeus,Scarus vetula,Scorpaena plumieri,Selene vomer,Seriola rivoliana,Serranus subligarius,Serranus tigrinus,Sparisoma atomarium,Sparisoma aurofrenatum,Sparisoma chrysopterum,Sparisoma rubripinae,Sparisoma viridae,Sphoeroides spengleri,Sphyraena borealis/picudilla,Sphyraena guachancho,Sphyrna barracuda,Stegastes adustus,Stegastes partitus ,Stegastes planifrons,Stegastes variabilis,Synodus intermedius,Synodus saurus,Thalassoma bifasciatum
Blanca,5-Jun-13,4,2,10,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,100,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,6,8,,,,
Blanca,5-Jun-13,4,3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,150,,,,,70,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,6,,,,
Blanca,5-Jun-13,4,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,160,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,,,1
Blanca,5-Jun-13,4,5,23,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,15,,,,,58,,,,,,,,,,,,,,,,,,1,,,,300,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,4,,,,
Blanquilla,6-Jun-13,10,1,10,,,,8,,,1,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,2,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,4
Blanquilla,6-Jun-13,10,2,6,,,,10,1,,,1,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,5,550,,,,,,,,,,,,,,,36,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,,
Blanquilla,6-Jun-13,10,3,,,,,10,,,1,2,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,1,800,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,1,,,
Blanquilla,6-Jun-13,10,4,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,6,,,,620,,,,,,,,,,,,,,,110,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,2,,,,,,,,8,3,1,2,,,3
Blanquilla,6-Jun-13,10,5,6,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,450,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,2,1,1,,,1
Blanquilla,6-Jun-13,4,1,11,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,19,,,1,,,2
Blanquilla,6-Jun-13,4,2,32,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,32,6,,1,,,7
Blanquilla,6-Jun-13,4,3,30,,,,23,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,2,,,,,,,,,,,3,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,38,34,,,,,
Blanquilla,6-Jun-13,4,4,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,18,,1,,,,4
Blanquilla,6-Jun-13,4,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,12,,,,
Verde,6-Jun-13,10,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,26,1,,,,1100,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,1,3,,,
Verde,6-Jun-13,10,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,6,,,,2,600,,,,,,,,,,,,,,,45,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,2,,,
Verde,6-Jun-13,10,3,2,,,,1,,,,,,,,,,,2,,,,,,2,,,,,,,,,2,1,,,,,30,8,,,,900,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,6,,,,,
Verde,6-Jun-13,10,4,6,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,20,,,,4,650,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,1,5,1,,,
Verde,6-Jun-13,10,5,,,,,4,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,60,6,,,12,1000,,,,,,,,,,,,,,,42,,,1,,,,100,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,1,,,,,,,,,,,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,8,5,,,5
Santiaguillo,7-Jun-13,15,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,1,,,,30,5,4,,,1000,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,1,,,,,,4,1,1,,,2
Santiaguillo,7-Jun-13,15,2,,,,,1,,,,,,,,,,,3,,,,,,1,,,,,,,,,2,,,,,4,20,17,10,,3,900,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,2,,,,,,,,,,,,1,,,,1,,,,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,,,,,
Santiaguillo,7-Jun-13,15,3,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,4,,,,,,40,7,,,2,1200,,,,,,,,,,,,1,,,,,,1,,,,40,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,5,1,,,,3
Santiaguillo,7-Jun-13,15,4,,,,,,,,,,,,,,,,2,,,,,,3,,,,,1,,,,3,,,,,,,5,,,2,1200,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,380,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,7,1,2,,,1
Santiaguillo,7-Jun-13,15,5,,,,,1,,,2,,,,,,,,2,,,,,,1,,,,1,,,,,2,,,,,6,10,3,,,1,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4,3,,,,2
Santiaguillo,7-Jun-13,5,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,26,,,,,,3
Santiaguillo,7-Jun-13,5,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,2,,2,,,20,,,,,240,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,55,32,,,,,1
Santiaguillo,7-Jun-13,5,3,,,,,5,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,25,,,,2,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,30,40,,,,,2
Santiaguillo,7-Jun-13,5,4,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,,,,,75,,,,3,260,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,,3,,,,1,,,,,,,1,,,1,,,,,14,13,2,1,,,4
Santiaguillo,7-Jun-13,5,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,25,2,14,,,,14
Enmedio,8-Jun-13,9,1,1,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,3,,,,,,3,1,,,1,850,,,,,,,,,,,,,,,,,,1,,,,40,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,2,,,,,,,,,,,3,,,1,,,,,1,17,8,10,,,2
Enmedio,8-Jun-13,9,2,10,,,,3,,,,,,,,,,,2,,,,,,3,,,,,,,1,,2,2,3,,,,,,,,5,1050,,,,,,,,,,,,,,,,,,1,,,,180,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,1,,1,,,3,,,,,,,,,,,,,,,,,,,1,17,8,6,,,
Enmedio,8-Jun-13,9,3,35,,,,9,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,650,,,,,,,,,,,,,,,200,,,1,,,,150,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,10,,,,,,,,,,,,,1,1,,5,,,,,,,,,,,2,,,,,,,,2,9,,1,,,
Enmedio,8-Jun-13,9,4,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1000,,,2,,,,,,,,,,,,,,,,,2,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,1,7,12,7,,,
Enmedio,8-Jun-13,9,5,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,12,,,,,,15,2,,,,1550,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,12,13,2,,,
Enmedio,8-Jun-13,4.5,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,1,,,,,,10,,,,,
Enmedio,8-Jun-13,4.5,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,4,2,1,,,
Enmedio,8-Jun-13,4.5,3,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,1,,,
Enmedio,8-Jun-13,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,4,,,7
Enmedio,8-Jun-13,4.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,6,,,,1
Ingenieros,11-Jun-13,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingenieros,11-Jun-13,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,
Ingenieros,11-Jun-13,2,3,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,
Ingenieros,11-Jun-13,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,2
Ingenieros,11-Jun-13,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Sacrificios,11-Jun-13,7,1,,,,,4,,,,1,,,,,,,1,,,,,,,,,,,,,,,2,2,,,,,,,,,,250,,,,,,,,,,,,,,,2,,6,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,1,,,,1,,,4,5,,,
Sacrificios,11-Jun-13,7,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,8,50,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,2,2,5,,,
Sacrificios,11-Jun-13,7,3,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,60,,,1,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,3,,2,9,,,
Sacrificios,11-Jun-13,7,4,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,4,,,,,10,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,2,,12,2,,
Sacrificios,11-Jun-13,7,5,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,250,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,6,11,,,
Sacrificios,11-Jun-13,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,8,10,,,,,,,1,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,,6,,,2
Sacrificios,11-Jun-13,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,3,9,,,
Sacrificios,11-Jun-13,4,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,8,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,10,4,6,6,,,
Sacrificios,11-Jun-13,4,4,4,,,,4,,,,1,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,4,20,,,,,,,2,1,,,,,,,2,,10,19,,,,100,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,2,,,,,8,4,6,7,,,
Sacrificios,11-Jun-13,4,5,15,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,2,,,,,4,,,,6,20,,,,,,,,,,,,,,,60,,,16,,,,75,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,1,,,,,,,10,2,12,4,,,3
AnegadaAdentro,27-Sep-13,16,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,2,,,,,215,,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
AnegadaAdentro,27-Sep-13,16,2,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,2,,9,,,2,600,,3,2,,,,1,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,1,3,,,1,,
AnegadaAdentro,27-Sep-13,16,3,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,2,2,2,,,2,,4,,,1,450,,,2,,,,,,,,,,,,2,,,1,1,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,1
AnegadaAdentro,27-Sep-13,16,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,6,,,3,200,,5,,,,,,,,,,,,,2,,,1,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,
AnegadaAdentro,27-Sep-13,16,5,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,,,1,,,,30,3,,,2,200,,,2,,,,,,,,,,,,1,,,,1,,1,50,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,
AnegadaAdentro,27-Sep-13,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,10
AnegadaAdentro,27-Sep-13,4,2,15,,,,,1,,23,3,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,8,,,,4,20,,,,,,,2,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,9,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,1,,,,,,,,,,,2,,,1,,,,,20,1,,,,,16
AnegadaAdentro,27-Sep-13,4,3,110,,,,,,,63,1,,,,,,,1,,,,1,,,,,,,,,,,,2,,,,,,,,,2,30,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,3,,,,,,,,,,,,,,,14,,,,,,6
AnegadaAdentro,27-Sep-13,4,4,40,,,,,2,,,1,,,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,,,5,10,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,6,,,,,,,,,,,,7,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2
AnegadaAdentro,27-Sep-13,4,5,,,,,,2,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,4,10,,,,1,,,,,,,,,,,,,6,5,12,,,,,4,,,,,,,,,,,,,8,,,1,,,,,,,,1,10,,,1,,,,,,,,,8,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,,,,,8
Blanquilla,28-Sep-13,10,1,15,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,2,2,,,,,6,,,,,80,,,,,,,1,,,,,,,,6,,,2,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,2,,,
Blanquilla,28-Sep-13,10,2,14,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,12,,,,,50,,,1,,,,,,,,,,,,66,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,2,,,
Blanquilla,28-Sep-13,10,3,4,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,6,,,,,40,,,,,,,,,,,,,,,28,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,
Blanquilla,28-Sep-13,10,4,10,,,,,,,,2,,,,,,,1,,,,,,2,,,,,,,,,5,,,,,,20,4,,,1,40,,,1,,,,,,,,,,,,53,,3,3,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,4,5,,1,,,
Blanquilla,28-Sep-13,10,5,2,,,,,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,4,40,,,,,,,,,,,,,,,4,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,,1,,1,,
Blanquilla,28-Sep-13,4,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,20,,,,,,3
